RowID,State,CoC Name,CoC ID,HUD CoC Number,Year,Organization Name,Program Name,Program Type,Bed Type,Geo Code,Inventory Type,Target Population A,Target Population B,Mc Kinney-Vento,Beds for Households With Children,Units for Households With Children,Beds for Households Without Children,Beds for Households With Only Children,Total Year Round Beds,Chronically Homeless Beds,HMIS Beds for Households With Children,HMIS Beds for Households Without Children,HMIS Beds for Households With Only Children,Domestic Violence Beds,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow and Voucher Beds,HMIS Overflow and Voucher Beds,PIT Count,Total Beds
104006,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,SOPlus,IHELP Peninsula,ES,O,062334,C,SM,,FALSE,,,25,,25,,,25,,,0,0,,,0,,25,25
104007,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,SOPlus,IHELP Salinas,ES,O,063162,C,SM,,FALSE,,,25,,25,,,25,,,0,0,,,0,,18,25
104018,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,SOPlus,Men in Transition,TH,F,063162,C,SM,,TRUE,,,14,,14,,,14,,,,,,,,,4,14
104005,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,SOPlus,Natividad,ES,F,063162,C,SFHC,DV,FALSE,20,5,2,,22,,,,,22,0,0,,,0,,16,22
104019,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,The Salvation Army,Casa de las Palmas,TH,F,063444,C,HC,,TRUE,36,9,,,36,,36,,,,,,,,,,37,36
104021,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,Veteran's Transition Center,Coming Home Program,TH,F,069053,C,SMF+HC,VET,TRUE,18,6,46,,64,,18,46,,,,,,,,,59,64
104035,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,Veterans Affairs,HUD VASH Vouchers,PSH,,069053,C,SMF+HC,VET,FALSE,57,19,66,,123,123,0,0,,,,,,,,,0,123
104011,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,Victory Mission,Lake Street Hotel,TH,F,063162,C,SMF,,FALSE,,,25,,25,,,0,,,,,,,,,22,25
104003,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,Victory Mission,Victory Mission,TH,F,063162,C,SM,,FALSE,,,80,,80,,,0,,,,,,,,,42,80
104008,CA,"Salinas/Monterey, San Benito Counties CoC",1156,CA-506,2012,YWCA,Lawson House,ES,F,062334,C,SFHC,DV,FALSE,17,1,0,,17,,,,,17,0,0,,,0,,4,17
116057,CA,San Bernardino City & County CoC,998,CA-609,2012,Catholic Charities S.B.,Vouchers,ES,V,069071,C,SMF+HC,NA,FALSE,,,,,0,,,,,,,,,,1,,1,1
101846,CA,San Bernardino City & County CoC,998,CA-609,2012,Central City Lutheran Mission,Central City Lutheran Mission,PSH,,069071,N,SMF+HC,HIV,TRUE,3,1,31,,34,19,3,31,,,,,,,,,21,34
101853,CA,San Bernardino City & County CoC,998,CA-609,2012,Central City Lutheran Mission,Room at the Mission,ES,O,063180,C,SMF+HC,NA,TRUE,,,0,,0,,,,,,70,70,12/1/11 0:00,4/1/12 0:00,,,70,70
101873,CA,San Bernardino City & County CoC,998,CA-609,2012,Central City Lutheran Mission,St. Martin's Too,TH,F,069071,C,SMF+HC,HIV,TRUE,,,5,,5,,,5,,,,,,,,,5,5
101821,CA,San Bernardino City & County CoC,998,CA-609,2012,Community Action Partnership,Community Action Partnership,ES,V,069071,C,SMF+HC,,FALSE,,,0,,0,,,0,,,,,,,1,1,1,1
101831,CA,San Bernardino City & County CoC,998,CA-609,2012,Community Action Partnership,Obershaw House,TH,F,063180,C,HC,,FALSE,28,7,,,28,,28,,,,,,,,,,16,28
101856,CA,San Bernardino City & County CoC,998,CA-609,2012,County of S.B. Dept. of Behavioral Health,Adult System of Care,ES,F,063180,C,SMF+HC,,FALSE,,,46,,46,,,,,,,,,,,,35,46
105078,CA,San Bernardino City & County CoC,998,CA-609,2012,County of S.B. Dept. of Behavioral Health,Laurel Brook II,PSH,,069071,N,SMF+HC,,TRUE,45,25,6,,51,0,45,6,,,,,,,,,7,51
128054,CA,San Bernardino City & County CoC,998,CA-609,2012,County of S.B. Dept. of Behavioral Health,Master Leasing Program,ES,V,063180,C,SMF,NA,FALSE,,,,,0,,,,,,,,,,21,21,21,21
101848,CA,San Bernardino City & County CoC,998,CA-609,2012,County of S.B. Dept. of Behavioral Health,New Horizons II,PSH,,069071,C,SMF+HC,,TRUE,11,2,35,,46,,11,35,,,,,,,,,45,46
101849,CA,San Bernardino City & County CoC,998,CA-609,2012,County of S.B. Dept. of Behavioral Health,New Horizons II--Samaritan,PSH,,069071,C,SMF,,TRUE,,,17,,17,17,,17,,,,,,,,,11,17
105077,CA,San Bernardino City & County CoC,998,CA-609,2012,County of S.B. Dept. of Behavioral Health,Project Gateway,PSH,,063180,N,SMF+HC,NA,TRUE,4,1,20,,24,0,4,20,,,,,,,,,1,24
101874,CA,San Bernardino City & County CoC,998,CA-609,2012,County of S.B. Dept. of Behavioral Health,Project Lantern Woods,PSH,,069071,N,SMF+HC,NA,TRUE,11,11,10,,21,21,11,10,,,,,,,,,0,21
101847,CA,San Bernardino City & County CoC,998,CA-609,2012,County of S.B. Dept. of Behavioral Health,Project Stepping Stones,PSH,,069071,C,SMF+HC,,TRUE,5,1,70,,75,0,5,70,,,,,,,,,38,75
101860,CA,San Bernardino City & County CoC,998,CA-609,2012,County of San Bernardino,Transitional Age Youth,ES,F,069071,C,SMF+HC,,FALSE,31,10,31,,62,,,,,,,,,,,,21,62
101822,CA,San Bernardino City & County CoC,998,CA-609,2012,County of SB Transitional Assistance Dept.,Voucher Assistance,ES,V,069071,C,HC,,FALSE,0,0,,,0,,0,,,,0,0,,,19,19,19,19
101880,CA,San Bernardino City & County CoC,998,CA-609,2012,Department of Veteran's Affairs,VASH,PSH,,069071,C,SMF+HC,VET,FALSE,19,6,54,,73,0,19,54,,,,,,,,,73,73
101823,CA,San Bernardino City & County CoC,998,CA-609,2012,Desert Manna Ministries,Desert Manna Ministries,ES,F,069071,C,SMF,,FALSE,,,23,,23,,,23,,,0,0,,,0,,23,23
101824,CA,San Bernardino City & County CoC,998,CA-609,2012,Desert Sanctuary,Haley House,ES,F,069071,C,HC,DV,FALSE,8,2,,,8,,,,,8,0,0,,,0,,6,8
101825,CA,San Bernardino City & County CoC,998,CA-609,2012,Doves of Big Bear,Doves Shelter,ES,F,069071,C,HC,DV,FALSE,8,3,9,,17,,,,,17,0,0,,,0,,4,17
107526,CA,San Bernardino City & County CoC,998,CA-609,2012,Family Assistance Program,Transitional Housing,TH,F,069071,N,HC,DV,FALSE,8,3,,,8,,,,,8,,,,,,,8,8
101876,CA,San Bernardino City & County CoC,998,CA-609,2012,Family Service Assn.-Riverside,Permanent Housing,PSH,,069071,U,SMF+HC,,TRUE,18,6,18,,36,36,,,,,,,,,,,,36
128238,CA,San Bernardino City & County CoC,998,CA-609,2012,Family Services Assn. of Redlands,Home Again,TH,F,062964,C,SMF+HC,,FALSE,3,1,,,3,,3,,,,,,,,,,1,3
128065,CA,San Bernardino City & County CoC,998,CA-609,2012,Family Services Assn. of Redlands,Vouchers,ES,V,069071,C,SMF+HC,NA,FALSE,,,,,0,,,,,,,,,,31,31,31,31
101833,CA,San Bernardino City & County CoC,998,CA-609,2012,Foothill Family Shelter,Foothill Family Shelter,TH,F,063852,C,HC,,TRUE,92,7,4,,96,,92,4,,,,,,,,,53,96
101834,CA,San Bernardino City & County CoC,998,CA-609,2012,Frazee Community Center,GPD - Chestnut Veterans,TH,F,063180,C,SM,VET,TRUE,,,8,,8,,,8,,,,,,,,,8,8
101866,CA,San Bernardino City & County CoC,998,CA-609,2012,Frazee Community Center,GPD - Crescent House,TH,F,063180,C,SM,VET,TRUE,,,5,,5,,,5,,,,,,,,,5,5
101826,CA,San Bernardino City & County CoC,998,CA-609,2012,Frazee Community Center,Palm House,ES,F,069071,C,SFHC,,TRUE,7,2,7,,14,,7,7,,,,,,,,,12,14
101827,CA,San Bernardino City & County CoC,998,CA-609,2012,High Desert Homeless Services,High Desert Homeless Services,ES,F,063900,C,SMF+HC,,FALSE,30,6,24,,54,,30,24,,,0,0,,,0,,39,54
101875,CA,San Bernardino City & County CoC,998,CA-609,2012,"House of Prayer Gospel Outreach Ministries, Inc.",Hope For Heroes,PSH,,069071,U,SMF+HC,VET,TRUE,20,10,11,,31,,,,,,,,,,,,,31
101855,CA,San Bernardino City & County CoC,998,CA-609,2012,House of Ruth,House of Ruth ES,ES,F,062850,C,SFHC,,FALSE,23,12,2,,25,,,,,,,,,,,,18,25
101850,CA,San Bernardino City & County CoC,998,CA-609,2012,House of Ruth,House of Ruth TH,TH,F,062850,C,SFHC,DV,TRUE,45,22,6,,51,,,,,51,,,,,,,33,51
101836,CA,San Bernardino City & County CoC,998,CA-609,2012,Inland Temporary Homes,H.A.R.T. to Heart,TH,F,069071,C,HC,,TRUE,24,6,,,24,,24,,,,,,,,,,17,24
101837,CA,San Bernardino City & County CoC,998,CA-609,2012,Inland Temporary Homes,Infinite Horizons,TH,F,069071,C,HC,,TRUE,64,16,,,64,,64,,,,,,,,,,26,64
101838,CA,San Bernardino City & County CoC,998,CA-609,2012,Inland Temporary Homes,Poplar Street,TH,F,069071,C,HC,,TRUE,16,4,,,16,,,,,,,,,,,,12,16
101835,CA,San Bernardino City & County CoC,998,CA-609,2012,Inland Temporary Homes,Social Service Outreach,TH,F,069071,C,HC,,TRUE,34,6,,,34,,34,,,,,,,,,,34,34
103331,CA,San Bernardino City & County CoC,998,CA-609,2012,Inland Valley Hope Partners,IVHP ES,ES,F,062850,C,SFHC,NA,FALSE,19,8,1,,20,,19,1,,,,,,,,,18,20
101881,CA,San Bernardino City & County CoC,998,CA-609,2012,Life Community Development,GPD Program,TH,F,069071,C,SFHC,VET,FALSE,12,2,6,,18,,6,6,,,,,,,,,9,18
101839,CA,San Bernardino City & County CoC,998,CA-609,2012,LMWS,Pacific Lifeline,TH,F,063852,C,SFHC,,FALSE,27,6,8,,35,,27,8,,,,,,,,,4,35
101840,CA,San Bernardino City & County CoC,998,CA-609,2012,Mary's Mercy Center,Veronica's Home of Mercy,TH,F,063180,C,HC,,FALSE,98,27,,,98,,98,,,,,,,,,,21,98
101841,CA,San Bernardino City & County CoC,998,CA-609,2012,Mercy House,Assisi House,TH,F,063180,C,SMF+HC,,FALSE,18,2,16,,34,,18,16,,,,,,,,,26,34
101852,CA,San Bernardino City & County CoC,998,CA-609,2012,Mercy House,Guadalupe Residential,PSH,,062556,C,HC,NA,FALSE,56,14,,,56,56,,,,,,,,,,,31,56
101828,CA,San Bernardino City & County CoC,998,CA-609,2012,Morongo Basin Unity Home,Morongo Basin Unity Home,ES,O,069071,C,SFHC,DV,FALSE,30,1,,,30,,,,,30,0,0,,,0,,12,30
107763,CA,San Bernardino City & County CoC,998,CA-609,2012,Morongo Basin Unity Home,Transitional Housing,TH,F,069071,C,SFHC,DV,FALSE,18,18,1,,19,,,,,19,,,,,,,19,19
101842,CA,San Bernardino City & County CoC,998,CA-609,2012,New Hope Village Inc.,New Hope Village,TH,F,069071,C,SMF+HC,,TRUE,13,3,2,,15,,13,2,,,,,,,,,15,15
105076,CA,San Bernardino City & County CoC,998,CA-609,2012,New Hope Village Inc.,New Hope Village Too!,PSH,,069071,N,SMF+HC,NA,TRUE,3,2,1,,4,1,3,1,,,,,,,,,4,4
103351,CA,San Bernardino City & County CoC,998,CA-609,2012,Operation Grace,Emergency Shelter,ES,F,069071,C,SMF+HC,NA,FALSE,,,5,,5,,,5,,,,,,,,,4,5
104562,CA,San Bernardino City & County CoC,998,CA-609,2012,Operation Grace,Transitional Housing,TH,F,063180,C,SMF+HC,NA,FALSE,,,2,,2,,,2,,,,,,,,,1,2
101829,CA,San Bernardino City & County CoC,998,CA-609,2012,Option House Inc.,Option House,TH,F,063180,C,SMF+HC,DV,FALSE,36,10,,,36,,,,,36,,,,,,,3,36
101861,CA,San Bernardino City & County CoC,998,CA-609,2012,"Option House,Option House Inc.",Domestic Violence Shelter,ES,F,063180,C,SMF+HC,,TRUE,27,7,4,,31,,,,,,,,,,,,15,31
107517,CA,San Bernardino City & County CoC,998,CA-609,2012,Para Los Ninos,Family Wellness Center,ES,V,063180,N,HC,NA,FALSE,,,,,0,,,,,,,,,,3,,3,3
101858,CA,San Bernardino City & County CoC,998,CA-609,2012,Restoration House of Angels,House of Angels-San Bernardino,TH,F,063180,C,SFHC,,FALSE,18,1,,,18,,18,,,,,,,,,,9,18
101869,CA,San Bernardino City & County CoC,998,CA-609,2012,S.B. Salvation Army,Path to Prosperity,TH,F,063180,C,SM,,TRUE,,,27,,27,,,27,,,,,,,,,26,27
104441,CA,San Bernardino City & County CoC,998,CA-609,2012,S.B. Salvation Army,Transitional Living Center,TH,F,063180,C,SMF+HC,NA,TRUE,63,17,,,63,,63,,,,,,,,,,38,63
101854,CA,San Bernardino City & County CoC,998,CA-609,2012,The Salvation Army San Bernardinio,Hospitality House Shelter,ES,F,063180,C,SMF+HC,,TRUE,,,14,,14,,,14,,,,,,,,,8,14
101845,CA,San Bernardino City & County CoC,998,CA-609,2012,Time for Change Foundation,Mt. View,ES,F,063180,C,SFHC,,FALSE,2,1,4,,6,,,4,,,,,,,,,4,6
101844,CA,San Bernardino City & County CoC,998,CA-609,2012,Time for Change Foundation,Sweet Dreams,TH,F,063180,C,SFHC,,FALSE,10,3,0,,10,,10,0,,,,,,,,,4,10
101843,CA,San Bernardino City & County CoC,998,CA-609,2012,Victor Valley Domestic Violence,A Better Way,ES,F,063900,C,HC,DV,TRUE,20,7,6,,26,,,,,26,0,0,,,0,,15,26
101851,CA,San Bernardino City & County CoC,998,CA-609,2012,Victor Valley Domestic Violence,A Better Way TH,TH,F,063900,C,HC,DV,TRUE,70,18,6,,76,,,,,76,,,,,,,53,76
128079,CA,San Bernardino City & County CoC,998,CA-609,2012,Victor Valley Family Resource Center,ESG Housing,ES,F,069071,C,SMF,NA,FALSE,,,2,,2,,,2,,,,,,,,,2,2
104429,CA,San Bernardino City & County CoC,998,CA-609,2012,Victor Valley Family Resource Center,Victor Valley Program,TH,F,063900,C,HC,NA,FALSE,,,24,,24,,,24,,,,,,,,,12,24
116769,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Behavorial Health Department/PHA,TRA Vouchers,PSH,,069111,C,SMF,,TRUE,,,28,,28,5,,28,,,,,,,,,28,28
116789,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,City of Ventura Housing Authority,HUD VASH Voucher Program,PSH,,063888,C,SMF+HC,VET,TRUE,2,1,48,,50,7,,,,,,,,,,,32,50
116770,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,City of Ventura Housing Authority,Shelter Plus Care -DUP09 A,PSH,,069111,C,SMF,,TRUE,,,6,,6,3,,6,,,,,,,,,6,6
116771,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,City of Ventura Housing Authority,Shelter Plus Care -DUP09 B,PSH,,069111,C,SMF,,FALSE,,,3,,3,3,,3,,,,,,,,,3,3
116779,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,County of Ventura Human Services Agency,HPRP,HPRP,,069111,C,SMF+HC,,FALSE,229,46,35,,264,,229,35,,,,,,,,,287,264
126698,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Interface Children and Family Services,Safe Haven Emergency Shelter,ES,F,069111,C,HC,DV,FALSE,12,1,,,12,,,,,12,,,,,,,12,12
126701,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Interface Children and Family Services,Safe Journey Transitional Shelter,TH,F,069111,C,HC,DV,FALSE,12,4,,,12,,,,,12,,,,,,,12,12
116761,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Khepera House,Khepera House,TH,F,063888,C,SM,,FALSE,,,44,,44,,,44,,,,,,,,,44,44
116780,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Lutheran Social Services,Conejo Valley Meal and Shelter Program,ES,F,063732,C,SMF,,FALSE,,,,,0,,,,,,26,0,12/1/11 0:00,3/31/12 0:00,,,26,26
116784,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Lutheran Social Services,Genesis House at the Kingdom Center,TH,F,063888,C,SFHC,,FALSE,37,18,3,,40,,,0,,,,,,,,,40,40
116762,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Lutheran Social Services,Transitional Program,TH,F,069111,C,SFHC,,FALSE,7,2,,,7,,7,,,,,,,,,,7,7
116772,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Many Mansions,Casa de Paz,PSH,,063480,C,SMF,,TRUE,,,42,,42,3,,42,,,,,,,,,13,42
116773,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Many Mansions,Esseff Village,PSH,,063732,C,SMF+HC,,TRUE,5,5,25,,30,10,,25,,,,,,,,,15,30
116786,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Many Mansions,La Rahada,PSH,,063480,N,SMF,,FALSE,,,26,,26,,,26,,,,,,,,,7,26
116774,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Many Mansions,Richmond Terrace,PSH,,069111,C,SMF+HC,,TRUE,27,13,12,,39,4,27,12,,,,,,,,,14,39
116763,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Many Mansions,Stoll House,TH,F,063732,C,HC,,TRUE,23,10,,,23,,23,,,,,,,,,,23,23
116758,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Ojai Valley,Winter Shelter,ES,F,069111,C,SFHC,,FALSE,,,,,0,,,,,,27,0,12/1/11 0:00,3/31/12 0:00,,,27,27
116759,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,P.A.D.S.,Winter Shelter,ES,F,063480,C,SMF+HC,,FALSE,,,,,0,,,,,,21,0,12/1/11 0:00,3/31/12 0:00,,,21,21
116785,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,People's Self-Help Housing,El Patio Hotel,PSH,,063888,N,SMF,,TRUE,,,41,,41,13,,41,,,,,,,,,38,41
116778,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Project Understanding,Shore at WAV,PSH,,069111,C,HC,,FALSE,37,9,,,37,9,37,,,,,,,,,,32,37
116764,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,RAIN,RAIN,TH,F,060516,C,SMF+HC,,TRUE,58,1,7,,65,,58,7,,,,,,,,,65,65
116765,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Salvation Army,TLC,TH,F,069111,C,SFHC,,TRUE,28,9,8,,36,,28,8,,,,,,,,,36,36
116782,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Santa Paula Housing Authority,Harvard Place Apartments,PSH,,069111,C,SMF,,FALSE,,,14,,14,3,,0,,,,,,,,,14,14
128101,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Santa Paula Housing Authority,Shelter Plus Care,PSH,,069111,C,SMF,,TRUE,,,3,,3,3,,,,,,,,,,,3,3
116788,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Spirit of Santa Paula,Richards Family Shelter,ES,F,069111,N,HC,,FALSE,,,4,,4,,,0,,,,,,,,,4,4
116783,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Spirit of Santa Paula,Richards Warming Shelter,ES,F,069111,N,SMF+HC,,FALSE,,,,,0,,,,,,35,0,12/1/11 0:00,3/31/12 0:00,,,35,35
126696,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,St. Vincent de Paul,West County Winter Warming Shelter,ES,F,069111,C,SMF,,FALSE,,,,,0,,,,,,155,155,12/1/11 0:00,3/31/12 0:00,,,155,155
116781,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,The Coalition to End Family Violence,Emergency Domestic Violence Shelter,ES,F,069111,C,HC,DV,FALSE,6,4,,,6,,,,,6,,,,,,,6,6
116776,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Turning Point Foundation,Appleton House,PSH,,063480,C,SMF,,FALSE,,,6,,6,3,,6,,,,,,,,,6,6
116768,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Turning Point Foundation,Our Place Shelter,SH,,063888,C,SMF,,TRUE,,,10,,10,,,10,,,,,,,,,10,10
116767,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Turning Point Foundation,River Haven,TH,F,069111,C,SMF,,FALSE,,,20,,20,,,20,,,,,,,,,20,20
116775,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Turning Point Foundation,Stevenson Place,PSH,,063888,C,SMF,,TRUE,,,10,,10,10,,10,,,,,,,,,10,10
116777,CA,San Buenaventura/Ventura County CoC,1078,CA-605,2012,Ventura County Behavorial Health Department,Shelter Plus Care,PSH,,069111,N,SMF,,FALSE,,,3,,3,3,,3,,,,,,,,,3,3
104097,CA,San Diego City and County CoC,1419,CA-601,2012,Alpha Project,Casa Base (1195),TH,F,063924,C,SM,NA,TRUE,0,0,36,0,36,,0,36,0,,,,,,,,25,36
124385,CA,San Diego City and County CoC,1419,CA-601,2012,Alpha Project,Casa Base (1195),TH,F,063924,N,SM,NA,TRUE,0,0,10,0,10,,0,10,0,,,,,,,,7,10
104137,CA,San Diego City and County CoC,1419,CA-601,2012,Alpha Project,Casa Raphael (3917),TH,F,063924,C,SM,NA,TRUE,0,0,104,0,104,,0,92,0,,,,,,,,98,104
104214,CA,San Diego City and County CoC,1419,CA-601,2012,Alpha Project,Metro Hotel (5915),PSH,,063210,C,SMF,NA,FALSE,0,0,193,0,193,0,0,0,0,,,,,,,,184,193
104216,CA,San Diego City and County CoC,1419,CA-601,2012,Alpha Project,Single Adults Winter Shelter(5930),ES,F,063210,C,SMF,NA,FALSE,0,0,0,0,0,,0,0,0,,220,220,11/21/11 0:00,4/2/12 0:00,20,0,240,240
104232,CA,San Diego City and County CoC,1419,CA-601,2012,Bread of Life,Alliance NC Winter Shelter (6102),ES,F,062532,C,SMF,NA,FALSE,,,0,,0,,,0,,,50,50,12/1/11 0:00,3/31/12 0:00,0,0,49,50
104082,CA,San Diego City and County CoC,1419,CA-601,2012,Catholic Charities,Alliance La Posada de Guadalupe (6105),ES,F,060564,C,SM,NA,FALSE,0,0,0,0,0,,0,0,0,,20,20,12/1/11 0:00,3/31/12 0:00,0,0,16,20
104233,CA,San Diego City and County CoC,1419,CA-601,2012,Catholic Charities,Catholic Charities - House of Rachel & Casa Maria (5625 / 5585),TH,F,063210,C,SF,NA,TRUE,0,0,10,0,10,,0,10,0,,,,,,,,12,10
104169,CA,San Diego City and County CoC,1419,CA-601,2012,Catholic Charities,HR Independent Living (6086),TH,F,063210,C,SF,NA,FALSE,0,0,8,0,8,,0,8,0,,,,,,,,8,8
104081,CA,San Diego City and County CoC,1419,CA-601,2012,Catholic Charities,La Posada de Guadalupe (5586),ES,F,060564,C,SM,NA,FALSE,0,0,50,0,50,,0,50,0,,0,0,,,0,0,32,50
124374,CA,San Diego City and County CoC,1419,CA-601,2012,Catholic Charities,Leah's II,TH,F,063210,C,SFHC,DV,TRUE,10,4,0,0,10,,,,,10,,,,,,,0,10
104196,CA,San Diego City and County CoC,1419,CA-601,2012,Catholic Charities,Ninth and F Street Apartments (5993),PSH,,063210,C,SFHC,NA,TRUE,4,2,25,0,29,0,4,25,0,,,,,,,,29,29
104160,CA,San Diego City and County CoC,1419,CA-601,2012,Catholic Charities,Rachel's Night Shelter (5627),ES,F,063210,C,SF,DV,FALSE,0,0,12,0,12,,,,,12,0,0,,,0,0,11,12
104230,CA,San Diego City and County CoC,1419,CA-601,2012,Catholic Charities,Rachel's Night Shelter WCP (6057),TH,F,063210,C,SF,NA,FALSE,0,0,13,0,13,,0,13,0,,,,,,,,11,13
104231,CA,San Diego City and County CoC,1419,CA-601,2012,Catholic Charities,Rachel's Night Shelter- Solutions (6058),TH,F,063210,C,SF,NA,FALSE,0,0,10,0,10,,0,10,0,,,,,,,,10,10
104084,CA,San Diego City and County CoC,1419,CA-601,2012,Center for Community Solutions,HVH Shelter Beds,ES,F,061230,C,SMF+HC,DV,TRUE,27,3,8,0,35,,,,,35,0,0,,,0,0,35,35
104098,CA,San Diego City and County CoC,1419,CA-601,2012,Center for Community Solutions,Next Step-East,TH,F,061116,C,HC,DV,FALSE,8,1,0,0,8,,,,,8,,,,,,,3,8
104099,CA,San Diego City and County CoC,1419,CA-601,2012,Center for Community Solutions,Next Step-North,TH,F,061230,C,HC,DV,FALSE,35,6,0,0,35,,,,,35,,,,,,,19,35
104083,CA,San Diego City and County CoC,1419,CA-601,2012,Center for Community Solutions,Project Safehouse,ES,F,061116,C,SMHC,DV,FALSE,16,2,8,0,24,,,,,24,0,0,,,0,0,10,24
104197,CA,San Diego City and County CoC,1419,CA-601,2012,Community Housing Works,Alabama Manor (6070),PSH,,063210,C,SMF,NA,FALSE,0,0,23,0,23,0,0,23,0,,,,,,,,26,23
104100,CA,San Diego City and County CoC,1419,CA-601,2012,Community Housing Works,Centro Transitional (5465),TH,F,061230,C,HC,NA,TRUE,84,20,0,0,84,,84,0,0,,,,,,,,81,84
104125,CA,San Diego City and County CoC,1419,CA-601,2012,Community Housing Works,Las Casitas (5949),PSH,,061230,C,HC,NA,TRUE,42,14,0,0,42,0,42,0,0,,,,,,,,39,42
126542,CA,San Diego City and County CoC,1419,CA-601,2012,Community Housing Works,Marisol Apts (1149),PSH,,062532,C,SMF,HIV,TRUE,0,0,11,0,11,0,0,11,0,,,,,,,,11,11
104126,CA,San Diego City and County CoC,1419,CA-601,2012,Community Housing Works,Marisol Apts (1149),PSH,,062532,C,SMF,HIV,TRUE,0,0,10,0,10,8,0,10,0,,,,,,,,10,10
104127,CA,San Diego City and County CoC,1419,CA-601,2012,Community Housing Works,Old Grove (6060),PSH,,062532,C,SMF,HIV,FALSE,0,0,4,0,4,0,0,4,0,,,,,,,,4,4
104128,CA,San Diego City and County CoC,1419,CA-601,2012,Community Housing Works,Pine View Veteran (5867),PSH,,069073,C,SMF,VET,TRUE,0,0,10,0,10,0,0,10,0,,,,,,,,10,10
104085,CA,San Diego City and County CoC,1419,CA-601,2012,Community Resource Center,Carol's House (5467),ES,F,061212,C,HC,DV,FALSE,24,1,0,0,24,,,,,24,0,0,,,0,0,19,24
104159,CA,San Diego City and County CoC,1419,CA-601,2012,Community Resource Center,Encinitas (6254),HPRP,,061212,N,SMF+HC,NA,FALSE,54,10,1,,55,,54,1,,,,,,,,,55,55
104086,CA,San Diego City and County CoC,1419,CA-601,2012,Community Resource Center,Hotel/Motel Voucher (6056),ES,V,061212,C,SMF+HC,NA,FALSE,0,0,0,0,0,,0,0,0,,0,0,,,3,3,3,3
104101,CA,San Diego City and County CoC,1419,CA-601,2012,Community Resource Center,Libre DV Transitional (5992),TH,F,061212,C,HC,DV,FALSE,15,4,0,0,15,,,,,15,,,,,,,13,15
104130,CA,San Diego City and County CoC,1419,CA-601,2012,County of San Diego,Interfaith S+C Sponsor Based Housing (5860),PSH,,061230,C,SMF+HC,NA,TRUE,20,5,10,0,30,0,20,10,0,,,,,,,,29,30
104250,CA,San Diego City and County CoC,1419,CA-601,2012,County of San Diego,Interfaith S+C Sponsor Based Housing (5860),PSH,,061230,N,SMF+HC,NA,TRUE,16,4,0,0,16,0,16,0,0,,,,,,,,16,16
104133,CA,San Diego City and County CoC,1419,CA-601,2012,County of San Diego,KHRW Refuge Housing Shelter Plus Care (5985),PSH,,061116,C,HC,NA,TRUE,33,9,0,0,33,0,33,0,0,,,,,,,,32,33
